-7.50458e+15,6.01393e-36,6.94983e-36,20.7996,6.09178,0.606774,17.5814,18.687,
0.00386387,0.00206715,0.000903554,-0.0004085,0.00610419,0.00186356,0.000201269,0.000916036,
0.011553,0.00258191,0.00453145,0.00111096,0.00388429,0.00451787,0.00382417,0.00262229,
0.0059036,0.00549166,0.0050139,0.00159757,0.0231183,0.00467327,0.00535532,0.000983168,
0.0425912,0.0098923,0.0111288,0.00392631,0.0237268,0.0137977,0.00573019,0.00682748,
0.01438,0.00287841,0.0123626,0.00265271,0.0238023,0.00568724,0.0113508,0.00640162,
0.0549756,0.00359093,0.0141776,0.00445905,0.00514821,0.0163692,0.0208994,0.00260463,
0.117157,0.0333619,0.0298806,0.00660596,0.076835,-0.000246023,0.00941183,0.0182895,
0.0758289,0.0125089,0.0333338,0.00691717,0.0680788,0.0170762,0.0272394,0.00655316,
0.0951738,0.0160833,0.0186725,0.00740667,0.0336528,0.0403522,0.0230671,0.00754949,
0.0642886,0.018321,0.0194219,0.0195238,0.0991436,0.0310028,0.0636535,0.00397457,
0.0058146,0.0116863,0.0452454,0.00894955,0.0755867,0.0189424,0.0221177,0.0109879,
0.0791409,0.0232093,0.00781979,0.000313467,0.0543229,0.017748,0.024471,0.00984491,
0.0259166,0.0209872,0.0579591,0.00351267,0.0769601,0.0212861,0.00975277,0.00508424,
0.0835475,0.0268173,0.0141792,0.00312451,0.00545482,0.00926425,0.0193942,0.00380996,
0.0219813,0.0214501,0.0283527,0.00396149,0.0876742,0.0139077,0.0190769,0.00292259,
0.0741465,0.0111512,0.0130299,0.00156249,-0.000748377,0.0149569,0.0205206,0.00587765,
0.0337329,0.0306698,0.0207738,0.00228302,0.0713764,0.0194104,0.0169706,0.00108881,
0.0481987,0.0174467,0.0404381,-0.000642012,0.0613306,0.0160911,0.0148203,0.00274053,
0.0306405,0.0100886,0.0244725,0.000681666,0.00633462,0.00212031,0.0108113,0.000366855,
0.0184875,-0.00185379,0.00057304,-7.28017e-05,0.0333026,0.0113818,0.0128213,6.4827e-05,
0.0187772,0.00344154,0.0129593,-5.58596e-05,0.027726,0.00331683,0.0066455,-0.000588078,
0.00774154,0.00411619,0.00747844,-0.000759235,0.00367592,0.00226,0.00783358,-0.000652904,
0.00457976,0.00204661,0.00735629,-0.000329837,0.00890327,0.00184229,0.00640237,-0.00051027,
