4.35608,4.5392,4.83929,5.03002,5.13465,5.15393,5.08894,4.9411,4.71211,4.40393,4.01875,3.55893,3.027,2.42559,1.75739,1.02517,0.231696,-0.620269,-1.52799,-2.48879,-3.50004,
4.35608,4.53942,4.83987,5.03084,5.13559,5.1549,5.08986,4.94193,4.71281,4.40449,4.01917,3.55922,3.02716,2.42563,1.75734,1.02504,0.231494,-0.620535,-1.52832,-2.48918,-3.50048,
4.35608,4.53985,4.84109,5.03262,5.13773,5.15725,5.09227,4.94429,4.71505,4.40654,4.02096,3.56073,3.02837,2.42651,1.75789,1.02525,0.231378,-0.620972,-1.52907,-2.49022,-3.50182,
4.35608,4.54072,4.84346,5.03616,5.1421,5.1621,5.09736,4.94941,4.72002,4.41121,4.02525,3.56455,3.03167,2.42929,1.76012,1.02694,0.232542,-0.620319,-1.5289,-2.49052,-3.50256,
4.35608,4.54201,4.84711,5.04165,5.14896,5.16997,5.10594,4.95831,4.72895,4.41999,4.03366,3.57249,3.03902,2.43597,1.76609,1.03218,0.237053,-0.616524,-1.5258,-2.48807,-3.50073,
4.35608,4.54374,4.85197,5.04912,5.15854,5.18116,5.11828,4.97144,4.74252,4.43374,4.04737,3.58596,3.05215,2.44865,1.77828,1.04387,0.248242,-0.605791,-1.51548,-2.47812,-3.49108,
4.35608,4.54589,4.85823,5.05889,5.17109,5.19599,5.13493,4.98944,4.76165,4.45365,4.06776,3.60665,3.07302,2.46964,1.79934,1.065,0.269451,-0.584478,-1.49401,-2.45643,-3.46913,
4.35608,4.54844,4.86552,5.07035,5.18633,5.21457,5.15632,5.01323,4.78745,4.48109,4.09659,3.63656,3.10389,2.50138,1.83189,1.09834,0.303615,-0.549459,-1.4581,-2.41958,-3.43126,
4.35608,4.55142,4.87413,5.08406,5.20483,5.23747,5.18296,5.04314,4.8203,4.51656,4.13447,3.67678,3.14628,2.54583,1.87838,1.14688,0.354194,-0.496814,-1.40335,-2.3627,-3.37223,
4.35608,4.5548,4.884,5.09994,5.22637,5.26423,5.21461,5.07943,4.86082,4.56119,4.18306,3.72901,3.20198,2.60499,1.94095,1.21281,0.423488,-0.424153,-1.32729,-2.28322,-3.28929,
4.35608,4.55855,4.89515,5.11811,5.25115,5.29517,5.25135,5.12189,4.909,4.61488,4.24219,3.79365,3.27194,2.68011,2.0212,1.29812,0.513812,-0.328784,-1.22687,-2.17775,-3.17877,
4.35608,4.56271,4.90765,5.13866,5.27941,5.33098,5.29453,5.17215,4.9662,4.67901,4.31314,3.87125,3.35636,2.77146,2.11943,1.40334,0.626093,-0.209443,-1.10044,-2.04416,-3.03802,
4.35608,4.56724,4.92134,5.16157,5.31125,5.3714,5.34382,5.23024,5.0328,4.75417,4.39668,3.96316,3.45666,2.88017,2.23657,1.52892,0.760154,-0.0668759,-0.949346,-1.88455,-2.86988,
4.35608,4.57213,4.93611,5.18632,5.34599,5.41631,5.39879,5.29529,5.1081,4.83955,4.49216,4.06894,3.57273,3.00656,2.37329,1.67588,0.917351,0.100513,-0.771823,-1.69692,-2.67219,
4.35608,4.57737,4.95183,5.21261,5.38329,5.46502,5.45899,5.36716,5.19168,4.93495,4.59964,4.18843,3.70429,3.15014,2.52891,1.84354,1.09703,0.292208,-0.56816,-1.48135,-2.44477,
4.35608,4.58292,4.96843,5.24051,5.42307,5.51711,5.52364,5.44473,5.28239,5.03899,4.71724,4.3198,3.84953,3.30937,2.7022,2.03098,1.29859,0.507836,-0.3385,-1.23773,-2.18723,
4.35608,4.58882,4.98649,5.27142,5.46705,5.57433,5.59446,5.52936,5.38115,5.15219,4.84511,4.46256,4.00743,3.48263,2.89099,2.23535,1.51859,0.743519,-0.0871213,-0.970677,-1.90457,
